Date,Open Interest,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Swap Dealer Longs,Swap Dealer Shorts,Swap Dealer Spreads,Money Manager Longs,Money Manager Shorts,Money Manager Spreads,Other Reportable Longs,Other Reportable Shorts,Other Reportable Spreads,Total Reportable Longs,Total Reportable Shorts,Non Reportable Longs,Non Reportable Shorts
2012-10-09,1131066.0,224824.0,454096.0,95083.0,50039.0,77659.0,184000.0,7093.0,136761.0,45278.0,27013.0,287978.0,1051584.0,1040641.0,79482.0,90425.0
2012-10-16,1126262.0,225142.0,439483.0,95055.0,47804.0,79020.0,173818.0,6722.0,140750.0,42514.0,27161.0,294263.0,1050561.0,1035203.0,75701.0,91059.0
2012-10-23,1103335.0,204103.0,428401.0,95417.0,46956.0,78576.0,180099.0,7751.0,138382.0,41769.0,27474.0,284919.0,1023265.0,1012459.0,80070.0,90877.0
2012-10-30,841602.0,155619.0,394612.0,100946.0,41016.0,43149.0,180385.0,6191.0,92068.0,38649.0,25473.0,157794.0,768610.0,760303.0,72992.0,81299.0
2012-11-06,837306.0,145646.0,383939.0,100644.0,39662.0,44866.0,174606.0,10078.0,93621.0,40966.0,24475.0,165664.0,766014.0,762304.0,71293.0,75002.0
2012-11-13,860728.0,160028.0,360370.0,100324.0,38488.0,48210.0,148559.0,22710.0,98244.0,39500.0,21228.0,195904.0,790771.0,785156.0,69957.0,75572.0
2012-11-20,874049.0,166019.0,353007.0,99759.0,38161.0,48404.0,139257.0,26467.0,107252.0,38588.0,20869.0,206651.0,805929.0,800811.0,68119.0,73238.0
2012-11-27,843320.0,163476.0,342199.0,99449.0,38902.0,48546.0,138272.0,29711.0,100820.0,37867.0,24239.0,185097.0,773527.0,769513.0,69793.0,73807.0
2012-12-04,849291.0,162491.0,338527.0,98903.0,39274.0,46478.0,135421.0,28759.0,105245.0,36835.0,21076.0,192314.0,777686.0,771674.0,71605.0,77617.0
2012-12-11,858490.0,149953.0,346580.0,98824.0,37110.0,49339.0,144392.0,21117.0,105637.0,37310.0,22244.0,200712.0,786168.0,782739.0,72321.0,75751.0
2012-12-18,875152.0,155271.0,364495.0,99688.0,32089.0,48343.0,153077.0,23088.0,104444.0,37179.0,24078.0,201408.0,799409.0,797944.0,75743.0,77208.0
2012-12-24,772684.0,152274.0,342039.0,97359.0,28042.0,39290.0,135727.0,26720.0,90985.0,37289.0,21978.0,154448.0,707372.0,703501.0,65312.0,69183.0
2012-12-31,756932.0,143465.0,329703.0,97056.0,27555.0,40358.0,132928.0,30978.0,85184.0,36671.0,21538.0,158527.0,694191.0,693844.0,62741.0,63088.0
2013-01-08,760316.0,153818.0,297418.0,92063.0,29761.0,40514.0,118923.0,45671.0,94142.0,35145.0,22342.0,164310.0,698916.0,694158.0,61400.0,66158.0
2013-01-15,761604.0,153517.0,282617.0,76384.0,35126.0,38991.0,118882.0,39446.0,103677.0,35009.0,24712.0,170720.0,697178.0,695288.0,64426.0,66316.0
2013-01-22,787074.0,150695.0,297182.0,77125.0,36260.0,39983.0,125502.0,27708.0,112596.0,36703.0,26470.0,177891.0,720495.0,718090.0,66578.0,68984.0
2013-01-29,807210.0,157239.0,306408.0,73293.0,33369.0,40512.0,131652.0,26635.0,122094.0,37655.0,30744.0,174341.0,736787.0,734103.0,70423.0,73106.0
2013-02-05,890329.0,162184.0,341329.0,75033.0,35253.0,41453.0,158688.0,23044.0,140637.0,40349.0,34558.0,198262.0,816606.0,814535.0,73724.0,75795.0
2013-02-12,882769.0,182337.0,358761.0,73451.0,34735.0,39364.0,159386.0,25653.0,124208.0,39849.0,31876.0,195783.0,814378.0,810381.0,68391.0,72388.0
2013-02-19,906979.0,201712.0,370878.0,72679.0,36395.0,41764.0,154687.0,28169.0,126203.0,45195.0,32020.0,198543.0,840784.0,833972.0,66195.0,73007.0
2013-02-26,797229.0,175312.0,369643.0,81883.0,21469.0,29170.0,145649.0,22651.0,109447.0,48800.0,24460.0,144780.0,735041.0,721618.0,62189.0,75611.0
2013-03-05,813389.0,172536.0,364312.0,77029.0,23637.0,33498.0,147961.0,19665.0,115516.0,48127.0,29792.0,154949.0,749615.0,741368.0,63774.0,72020.0
2013-03-12,827046.0,176120.0,377859.0,76205.0,23541.0,35862.0,156651.0,17307.0,112647.0,49583.0,31304.0,154687.0,761756.0,753208.0,65290.0,73838.0
2013-03-19,807250.0,189424.0,350462.0,76527.0,20912.0,36989.0,130081.0,30157.0,108825.0,49449.0,31098.0,155069.0,746364.0,733510.0,60886.0,73740.0
2013-03-26,795077.0,186242.0,359727.0,77660.0,23578.0,35310.0,134931.0,22579.0,105360.0,47320.0,31288.0,145560.0,732383.0,723403.0,62694.0,71674.0
2013-04-02,780729.0,182625.0,328004.0,80741.0,20742.0,35454.0,116646.0,39431.0,103523.0,51408.0,27539.0,151520.0,721917.0,706213.0,58812.0,74516.0
2013-04-09,801665.0,188915.0,302660.0,82237.0,21088.0,39203.0,114115.0,51515.0,111312.0,41824.0,31883.0,163505.0,741112.0,721167.0,60553.0,80498.0
2013-04-16,789066.0,178146.0,305046.0,81400.0,19686.0,40916.0,120328.0,45759.0,101927.0,41759.0,31182.0,167112.0,731587.0,711628.0,57479.0,77438.0
2013-04-23,810498.0,195195.0,325321.0,80445.0,14505.0,43998.0,117443.0,43738.0,99590.0,42909.0,35109.0,170358.0,749938.0,732619.0,60560.0,77878.0
2013-04-30,730966.0,163914.0,327695.0,90383.0,8369.0,28326.0,131125.0,39815.0,84773.0,41004.0,36230.0,132541.0,672066.0,657750.0,58899.0,73216.0
2013-05-07,735671.0,167696.0,308651.0,89710.0,6984.0,30145.0,125391.0,52327.0,85970.0,41660.0,36610.0,138579.0,679151.0,659266.0,56520.0,76405.0
2013-05-14,782164.0,171508.0,321211.0,86856.0,6429.0,33675.0,139321.0,55495.0,98004.0,42805.0,37832.0,149575.0,721744.0,702220.0,60420.0,79943.0
2013-05-21,829734.0,172180.0,328898.0,85307.0,11614.0,30800.0,164999.0,59740.0,102326.0,45088.0,44782.0,168436.0,769137.0,746596.0,60597.0,83138.0
2013-05-28,845705.0,151905.0,320102.0,81652.0,14012.0,32907.0,185790.0,59066.0,108442.0,44562.0,42430.0,180735.0,785993.0,757693.0,59712.0,88013.0
2013-06-04,894137.0,162212.0,342468.0,83801.0,19653.0,33020.0,189690.0,48513.0,115271.0,43419.0,36896.0,204908.0,832322.0,800730.0,61815.0,93407.0
2013-06-11,918497.0,165430.0,360144.0,86689.0,19541.0,37366.0,200075.0,46640.0,106900.0,44630.0,36121.0,214621.0,855709.0,821333.0,62788.0,97165.0
2013-06-18,920174.0,174683.0,353579.0,87386.0,16343.0,42579.0,186409.0,52121.0,114265.0,39778.0,33571.0,213968.0,859068.0,826427.0,61106.0,93748.0
2013-06-25,770698.0,142454.0,328886.0,98271.0,11159.0,26086.0,171710.0,43430.0,91758.0,38265.0,37676.0,143566.0,712110.0,682563.0,58588.0,88135.0
