Date,Open Interest,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Swap Dealer Longs,Swap Dealer Shorts,Swap Dealer Spreads,Money Manager Longs,Money Manager Shorts,Money Manager Spreads,Other Reportable Longs,Other Reportable Shorts,Other Reportable Spreads,Total Reportable Longs,Total Reportable Shorts,Non Reportable Longs,Non Reportable Shorts
2014-12-09,929951.0,268377.0,320449.0,89715.0,6526.0,25985.0,107843.0,64199.0,98932.0,67044.0,54159.0,216765.0,874661.0,787015.0,55290.0,142936.0
2014-12-16,948096.0,266221.0,314393.0,87881.0,5772.0,28253.0,110746.0,74492.0,88913.0,68722.0,51791.0,241753.0,892488.0,805366.0,55608.0,142730.0
2014-12-23,903785.0,251765.0,307000.0,94111.0,5542.0,21787.0,113534.0,74826.0,74640.0,66764.0,55096.0,226637.0,849238.0,765528.0,54548.0,138257.0
2014-12-30,787117.0,228637.0,281413.0,92961.0,5318.0,16506.0,117324.0,77878.0,59592.0,67663.0,54682.0,156465.0,739148.0,651855.0,47969.0,135262.0
2015-01-06,803171.0,231839.0,288443.0,92709.0,5743.0,17683.0,118956.0,76353.0,61849.0,68775.0,53961.0,164111.0,755923.0,668143.0,47248.0,135028.0
2015-01-13,842371.0,257057.0,285688.0,91726.0,4354.0,20687.0,109063.0,94543.0,66094.0,74679.0,54558.0,177131.0,796436.0,703054.0,45935.0,139317.0
2015-01-20,908821.0,278985.0,284652.0,90627.0,3937.0,25469.0,96901.0,104440.0,85187.0,83293.0,62841.0,202120.0,862583.0,768647.0,46237.0,140173.0
2015-01-27,925371.0,315634.0,290999.0,92422.0,3766.0,23855.0,82406.0,115427.0,89857.0,79052.0,63494.0,195861.0,879086.0,783258.0,46285.0,142113.0
2015-02-03,958275.0,315402.0,311508.0,93382.0,2929.0,28161.0,90577.0,105929.0,101209.0,75068.0,66305.0,202824.0,906622.0,818865.0,51653.0,139410.0
2015-02-10,995015.0,325969.0,303858.0,95490.0,2918.0,25133.0,81087.0,120744.0,113569.0,74405.0,62683.0,224182.0,939835.0,853087.0,55179.0,141928.0
2015-02-17,950537.0,299760.0,303901.0,96328.0,3619.0,24193.0,89454.0,105113.0,99681.0,74732.0,67870.0,209482.0,893630.0,813860.0,56907.0,136677.0
2015-02-24,884614.0,262832.0,292555.0,95389.0,4424.0,18822.0,97967.0,97683.0,94160.0,75087.0,60358.0,182064.0,826320.0,750065.0,58294.0,134549.0
2015-03-03,896551.0,250268.0,293155.0,100778.0,4632.0,18549.0,94899.0,91122.0,97130.0,91425.0,60566.0,191801.0,844850.0,756954.0,51701.0,139596.0
2015-03-10,913568.0,284355.0,307443.0,101190.0,4274.0,16607.0,79962.0,97376.0,98973.0,90985.0,61959.0,190730.0,862802.0,777361.0,50766.0,136207.0
2015-03-17,990121.0,319174.0,323008.0,101623.0,5066.0,19979.0,73100.0,112786.0,108499.0,97170.0,65792.0,216645.0,936189.0,851775.0,53932.0,138347.0
2015-03-24,982456.0,309663.0,334752.0,107270.0,3722.0,18462.0,75675.0,114517.0,108123.0,99982.0,60184.0,209439.0,928613.0,849199.0,53843.0,133256.0
2015-03-31,996400.0,319952.0,341384.0,108464.0,3417.0,20914.0,78212.0,124413.0,115012.0,101952.0,58857.0,195546.0,940052.0,859542.0,56347.0,136857.0
2015-04-07,985276.0,320046.0,344585.0,110347.0,3466.0,19371.0,73349.0,121941.0,104670.0,102536.0,60242.0,198908.0,929228.0,853184.0,56048.0,132093.0
2015-04-14,1050407.0,352992.0,347879.0,114564.0,2938.0,25540.0,64333.0,146049.0,112884.0,102508.0,61810.0,218655.0,991475.0,915754.0,58932.0,134653.0
2015-04-21,1000232.0,315247.0,339607.0,113159.0,2698.0,22210.0,71660.0,119165.0,101678.0,100933.0,62170.0,219365.0,944252.0,866891.0,55980.0,133341.0
2015-04-28,881492.0,264174.0,310163.0,112454.0,3260.0,14854.0,80004.0,112037.0,83368.0,107376.0,59597.0,165732.0,827961.0,749009.0,53531.0,132482.0
2015-05-05,888556.0,260219.0,310315.0,116882.0,3258.0,15736.0,84083.0,113263.0,82629.0,108659.0,58683.0,171220.0,839428.0,755104.0,49128.0,133452.0
2015-05-12,909506.0,263656.0,309132.0,120707.0,3365.0,15179.0,83095.0,133546.0,81155.0,122905.0,59390.0,173491.0,860189.0,775259.0,49317.0,134247.0
2015-05-19,922573.0,275434.0,279136.0,120948.0,3250.0,15501.0,67818.0,158089.0,83448.0,118430.0,59535.0,190225.0,871805.0,789183.0,50769.0,133390.0
2015-05-26,946375.0,285435.0,274068.0,120894.0,3197.0,17209.0,66959.0,170922.0,83530.0,116201.0,58825.0,201883.0,892112.0,809634.0,54263.0,136741.0
2015-06-02,983354.0,296345.0,308904.0,127582.0,2879.0,17130.0,70366.0,165147.0,89710.0,117256.0,56117.0,209485.0,927874.0,849372.0,55480.0,133982.0
2015-06-09,991973.0,291347.0,320230.0,127958.0,4258.0,17831.0,71204.0,154144.0,85160.0,113969.0,51914.0,226353.0,933823.0,859890.0,58151.0,132083.0
2015-06-16,993940.0,274856.0,323668.0,125465.0,4060.0,21283.0,83477.0,147025.0,89339.0,114062.0,52821.0,229963.0,938444.0,868158.0,55496.0,125782.0
2015-06-23,964765.0,237723.0,357915.0,120376.0,5257.0,29048.0,92393.0,90564.0,85510.0,105310.0,40136.0,235996.0,906356.0,844425.0,58408.0,120340.0
2015-06-30,913737.0,222129.0,408696.0,120848.0,7768.0,27261.0,115514.0,47918.0,82008.0,81300.0,28963.0,208180.0,857239.0,810794.0,56498.0,102943.0
2015-07-07,897572.0,212056.0,406671.0,121597.0,5145.0,27233.0,118062.0,44806.0,81195.0,73245.0,23776.0,206931.0,840319.0,795756.0,57253.0,101816.0
2015-07-14,925347.0,223854.0,428036.0,112423.0,8003.0,30403.0,118361.0,33257.0,78184.0,72363.0,22806.0,228651.0,864239.0,829340.0,61108.0,96007.0
2015-07-21,916868.0,223184.0,427229.0,111380.0,6272.0,30071.0,120150.0,29931.0,78790.0,71391.0,27121.0,220672.0,855639.0,820087.0,61230.0,96782.0
2015-07-28,834652.0,222699.0,376872.0,108631.0,2729.0,25399.0,106108.0,43813.0,70095.0,57980.0,29634.0,189855.0,780768.0,738397.0,53884.0,96255.0
2015-08-04,850424.0,237122.0,378268.0,108255.0,4271.0,25887.0,99462.0,48596.0,71024.0,58184.0,31566.0,196718.0,796652.0,756331.0,53772.0,94093.0
2015-08-11,859110.0,236237.0,404177.0,109534.0,6529.0,22990.0,100836.0,41483.0,75564.0,63212.0,26922.0,194518.0,802890.0,772182.0,56219.0,86927.0
2015-08-18,899748.0,261604.0,381482.0,107137.0,3719.0,26724.0,87527.0,67843.0,71888.0,68792.0,36731.0,221044.0,844716.0,809431.0,55031.0,90316.0
2015-08-25,887819.0,277085.0,360429.0,104134.0,5861.0,23493.0,69937.0,69162.0,74342.0,66570.0,43004.0,214312.0,829872.0,790603.0,57947.0,97216.0
2015-09-01,896140.0,279520.0,348316.0,102447.0,5343.0,24876.0,66600.0,83902.0,84306.0,67456.0,40408.0,215095.0,840301.0,802245.0,55840.0,93895.0
2015-09-08,897429.0,273432.0,350703.0,102716.0,4311.0,24681.0,68636.0,87152.0,80076.0,71504.0,40025.0,218200.0,839245.0,805148.0,58184.0,92280.0
2015-09-15,911018.0,276526.0,352051.0,103321.0,4501.0,24070.0,69897.0,94919.0,86817.0,73241.0,41147.0,218648.0,852520.0,822154.0,58498.0,88864.0
2015-09-22,959284.0,296818.0,355156.0,104859.0,3803.0,25161.0,67952.0,114202.0,89062.0,76450.0,40240.0,239995.0,900297.0,867619.0,58987.0,91665.0
2015-09-29,944877.0,293623.0,379826.0,106585.0,5436.0,22421.0,65877.0,96374.0,87487.0,80980.0,35956.0,227650.0,884623.0,855149.0,60255.0,89728.0
2015-10-06,950613.0,291346.0,391986.0,110292.0,4282.0,21863.0,69132.0,88288.0,89543.0,77815.0,36475.0,226604.0,886596.0,859041.0,64017.0,91571.0
2015-10-13,981222.0,283216.0,405503.0,105400.0,7412.0,23866.0,84214.0,82107.0,89630.0,79415.0,35016.0,246726.0,912467.0,890260.0,68755.0,90962.0
2015-10-20,978958.0,316010.0,415369.0,88105.0,7368.0,38874.0,75669.0,72809.0,82168.0,79019.0,41225.0,228587.0,908432.0,886399.0,70526.0,92558.0
2015-10-27,788010.0,260932.0,356494.0,90706.0,7402.0,29791.0,76618.0,74242.0,67946.0,63455.0,41398.0,128714.0,718161.0,705987.0,69849.0,82024.0
2015-11-03,777481.0,266898.0,337255.0,88403.0,7066.0,29554.0,66644.0,87120.0,58637.0,63831.0,45454.0,136575.0,710542.0,701662.0,66938.0,75819.0
2015-11-10,824618.0,290159.0,324744.0,88201.0,6288.0,30680.0,64716.0,117017.0,64932.0,64897.0,49139.0,153897.0,757482.0,746696.0,67137.0,77922.0
2015-11-17,843583.0,292764.0,331733.0,87852.0,6240.0,31903.0,60028.0,110913.0,70345.0,65514.0,48484.0,166537.0,774943.0,766154.0,68640.0,77429.0
2015-11-24,856763.0,302165.0,337201.0,90130.0,6140.0,31522.0,54851.0,107776.0,73646.0,67630.0,56089.0,168358.0,788302.0,780732.0,68461.0,76032.0
2015-12-01,857662.0,288386.0,347108.0,100675.0,6700.0,31120.0,65558.0,100326.0,67444.0,64706.0,57052.0,172549.0,790438.0,782299.0,67224.0,75362.0
2015-12-08,875282.0,294330.0,369046.0,98808.0,5171.0,31019.0,75888.0,87003.0,70802.0,58631.0,55582.0,177247.0,806725.0,795871.0,68557.0,79411.0
2015-12-15,878010.0,302931.0,351667.0,94235.0,5360.0,33224.0,66924.0,96443.0,70561.0,56656.0,58208.0,182899.0,807428.0,798362.0,70581.0,79648.0
2015-12-22,864240.0,303338.0,353197.0,92910.0,4340.0,34410.0,61148.0,92829.0,69984.0,55800.0,55722.0,177605.0,795195.0,788088.0,69044.0,76151.0
2015-12-29,799448.0,292968.0,310090.0,93461.0,4338.0,30085.0,52596.0,116111.0,61036.0,57581.0,54736.0,147507.0,735234.0,723903.0,64215.0,75545.0
2016-01-05,823470.0,298253.0,290637.0,95446.0,4257.0,30138.0,55857.0,135404.0,63268.0,59814.0,62370.0,158369.0,761144.0,744443.0,62326.0,79027.0
2016-01-12,837091.0,291645.0,314889.0,99312.0,4267.0,35723.0,66840.0,119880.0,69118.0,59160.0,67725.0,149245.0,771043.0,760848.0,66047.0,76243.0
2016-01-19,833868.0,279724.0,333357.0,98649.0,4723.0,36508.0,70022.0,95795.0,71653.0,63439.0,66670.0,148697.0,768692.0,757402.0,65176.0,76466.0
2016-01-26,846887.0,292785.0,343970.0,101887.0,4583.0,36435.0,68542.0,98998.0,69132.0,67836.0,69154.0,145347.0,781964.0,767620.0,64923.0,79268.0
2016-02-02,889581.0,297376.0,356903.0,104674.0,4489.0,37257.0,80711.0,106573.0,70154.0,69015.0,71669.0,161770.0,820956.0,808814.0,68625.0,80767.0
2016-02-09,921162.0,321445.0,335695.0,108131.0,4766.0,38659.0,64866.0,133003.0,82817.0,68983.0,74101.0,168592.0,853493.0,837634.0,67669.0,83529.0
2016-02-16,922451.0,306141.0,348150.0,108502.0,4776.0,41516.0,79088.0,122479.0,82262.0,67395.0,73370.0,169302.0,854206.0,841854.0,68245.0,80597.0
2016-02-23,861814.0,278396.0,331136.0,105604.0,5198.0,37871.0,85342.0,107401.0,77053.0,65623.0,74255.0,144523.0,794412.0,777438.0,67402.0,84376.0
2016-03-01,866539.0,282474.0,291718.0,107663.0,5230.0,36489.0,59714.0,141172.0,87418.0,71267.0,75769.0,151458.0,796483.0,789255.0,70056.0,77283.0
2016-03-08,876425.0,280133.0,328150.0,105803.0,6626.0,33938.0,68028.0,110934.0,92441.0,73607.0,66710.0,157593.0,811542.0,796392.0,64883.0,80033.0
2016-03-15,906462.0,262662.0,369269.0,111123.0,8783.0,31708.0,102940.0,81166.0,94717.0,72760.0,68838.0,166510.0,842420.0,820992.0,64042.0,85471.0
2016-03-22,981010.0,258080.0,405862.0,118481.0,12324.0,34977.0,123531.0,69849.0,103481.0,77415.0,63672.0,194827.0,910792.0,884991.0,70218.0,96019.0
2016-03-29,978426.0,240870.0,412365.0,124504.0,13540.0,36571.0,139838.0,64388.0,103215.0,74944.0,57149.0,190634.0,910576.0,877862.0,67849.0,100564.0
2016-04-05,977839.0,238869.0,405618.0,133680.0,11656.0,33379.0,141131.0,67390.0,99823.0,75787.0,61688.0,188065.0,910733.0,867618.0,67106.0,110220.0
2016-04-12,1082919.0,270479.0,461900.0,131255.0,14122.0,38268.0,158911.0,58695.0,109819.0,82099.0,59201.0,223491.0,1014321.0,965495.0,68598.0,117423.0
2016-04-19,1214912.0,292188.0,520695.0,127677.0,16778.0,43137.0,177043.0,41633.0,132851.0,87902.0,53078.0,278701.0,1139498.0,1086872.0,75414.0,128039.0
2016-04-26,1078368.0,233092.0,470092.0,121321.0,16641.0,34996.0,190823.0,30698.0,100784.0,81901.0,45973.0,250586.0,1013502.0,949771.0,64866.0,128597.0
2016-05-03,1099929.0,222587.0,470869.0,121304.0,16008.0,36307.0,202123.0,34569.0,108433.0,85267.0,45058.0,261166.0,1037187.0,972410.0,62742.0,127519.0
2016-05-10,1201469.0,231621.0,516275.0,122686.0,16928.0,31954.0,226350.0,24568.0,119948.0,93963.0,49595.0,307628.0,1134150.0,1066897.0,67318.0,134572.0
2016-05-17,1231919.0,263190.0,547808.0,114552.0,16512.0,43626.0,217541.0,12388.0,118102.0,88902.0,46737.0,315188.0,1161101.0,1100362.0,70818.0,131557.0
2016-05-24,1185742.0,289105.0,565642.0,110452.0,14950.0,43422.0,210821.0,8648.0,108301.0,93910.0,55255.0,258469.0,1114480.0,1054688.0,71262.0,131054.0
2016-05-31,1216683.0,297208.0,574092.0,105543.0,17429.0,50244.0,219658.0,10962.0,113677.0,93279.0,53300.0,269013.0,1148623.0,1088717.0,68060.0,127966.0
2016-06-07,1253890.0,295866.0,585439.0,101934.0,17152.0,54361.0,219250.0,9199.0,108512.0,95897.0,49998.0,303274.0,1179094.0,1127935.0,74796.0,125955.0
2016-06-14,1302943.0,293813.0,587071.0,102883.0,12298.0,62961.0,214563.0,7475.0,112339.0,88367.0,44499.0,353107.0,1228032.0,1179750.0,74911.0,123193.0
2016-06-21,1282136.0,302924.0,575915.0,98657.0,11724.0,61774.0,205909.0,5120.0,107597.0,83093.0,48233.0,350524.0,1210479.0,1160888.0,71657.0,121249.0
2016-06-28,1100046.0,260440.0,529375.0,98144.0,10523.0,46977.0,199285.0,4015.0,87672.0,81340.0,44183.0,260391.0,1034249.0,983135.0,65797.0,116911.0
2016-07-05,1072802.0,267299.0,503333.0,98276.0,8686.0,45698.0,181189.0,13861.0,84172.0,80892.0,43830.0,256742.0,1014267.0,956321.0,58534.0,116481.0
2016-07-12,1119086.0,283839.0,510146.0,97085.0,9793.0,49077.0,170400.0,10993.0,90805.0,81122.0,51719.0,285117.0,1057445.0,1007651.0,61641.0,111436.0
2016-07-19,1118941.0,303306.0,509883.0,93065.0,7723.0,49998.0,152869.0,15177.0,83769.0,78798.0,47778.0,295458.0,1057264.0,1009785.0,61677.0,109156.0
2016-07-26,969840.0,266473.0,452965.0,87190.0,8480.0,42744.0,137512.0,15823.0,66605.0,76434.0,41748.0,232071.0,909029.0,860437.0,60811.0,109403.0
2016-08-02,957855.0,269762.0,433611.0,86000.0,11335.0,41031.0,126611.0,20273.0,63336.0,73996.0,41843.0,239009.0,899745.0,850438.0,58111.0,107417.0
2016-08-09,948122.0,257109.0,427267.0,87568.0,13429.0,41005.0,129076.0,16081.0,65939.0,72989.0,41263.0,238019.0,891705.0,843003.0,56416.0,105119.0
2016-08-16,933946.0,258164.0,423147.0,87045.0,12310.0,42696.0,121874.0,19974.0,68867.0,67590.0,36680.0,230708.0,876944.0,834383.0,57002.0,99564.0
2016-08-23,932722.0,242367.0,429816.0,87531.0,12533.0,42745.0,145242.0,17944.0,65374.0,66903.0,36091.0,227299.0,877461.0,831802.0,55261.0,100920.0
2016-08-30,853978.0,253266.0,394974.0,87977.0,9967.0,36742.0,119291.0,19658.0,58834.0,62535.0,40734.0,183485.0,802130.0,744394.0,51848.0,109584.0
2016-09-06,850942.0,254534.0,380645.0,88758.0,9942.0,36004.0,106997.0,23310.0,63247.0,60474.0,41139.0,187035.0,797049.0,741321.0,53893.0,109621.0
2016-09-13,858674.0,255527.0,369677.0,87986.0,10766.0,37048.0,104062.0,25073.0,61952.0,58015.0,41437.0,199622.0,804211.0,745574.0,54463.0,113099.0
2016-09-20,876710.0,256484.0,384329.0,87369.0,12097.0,40839.0,112363.0,21930.0,65179.0,57100.0,46259.0,200416.0,819749.0,771049.0,56961.0,105661.0
2016-09-27,867089.0,262091.0,360267.0,92381.0,9741.0,41006.0,96503.0,38851.0,63561.0,57511.0,42380.0,198753.0,811805.0,754558.0,55284.0,112531.0
2016-10-04,876633.0,258355.0,375481.0,93913.0,8972.0,41703.0,102331.0,37164.0,66741.0,58500.0,41450.0,198784.0,820327.0,770296.0,56306.0,106337.0
2016-10-11,879235.0,253314.0,380396.0,96957.0,8982.0,49506.0,99028.0,25959.0,57166.0,60508.0,40577.0,202685.0,819164.0,765271.0,60071.0,113964.0
2016-10-18,899743.0,258230.0,406312.0,94673.0,9014.0,53351.0,110131.0,22480.0,54503.0,66292.0,43245.0,200171.0,837351.0,789077.0,62392.0,110666.0
2016-10-25,725091.0,174515.0,377559.0,120529.0,3288.0,28159.0,118416.0,19811.0,44812.0,71773.0,38197.0,102361.0,660565.0,614186.0,64526.0,110905.0
2016-11-01,717637.0,153138.0,380233.0,124235.0,1842.0,27925.0,132247.0,21634.0,39784.0,75627.0,31458.0,106444.0,659400.0,609320.0,58237.0,108318.0
2016-11-08,729804.0,150733.0,390488.0,123509.0,2097.0,26494.0,141795.0,17531.0,42160.0,74475.0,31003.0,113568.0,672733.0,623342.0,57071.0,106463.0
2016-11-15,735285.0,164058.0,380981.0,133321.0,1436.0,23696.0,126770.0,28593.0,45531.0,70694.0,32248.0,118068.0,682139.0,630552.0,53146.0,104732.0
2016-11-22,797175.0,172603.0,404626.0,132650.0,2792.0,27253.0,146043.0,32399.0,52944.0,76996.0,31498.0,130798.0,739287.0,682309.0,57888.0,114865.0
2016-11-29,841404.0,180515.0,438512.0,139363.0,2826.0,31209.0,169730.0,35025.0,50528.0,86371.0,35214.0,124028.0,781745.0,717341.0,59660.0,124063.0
2016-12-06,866834.0,194817.0,439934.0,138541.0,3127.0,33981.0,159456.0,36808.0,59126.0,85656.0,31110.0,134435.0,806011.0,738521.0,60823.0,128313.0
2016-12-13,880522.0,210917.0,435925.0,124117.0,2651.0,37996.0,157325.0,36575.0,66682.0,83046.0,32005.0,144204.0,824288.0,756038.0,56234.0,124484.0
2016-12-20,860636.0,221093.0,424518.0,118685.0,2652.0,38153.0,149766.0,38054.0,56281.0,77052.0,31921.0,142771.0,803801.0,734349.0,56835.0,126287.0
2016-12-27,783863.0,208940.0,400361.0,118315.0,2555.0,32940.0,136707.0,29632.0,48411.0,67522.0,29029.0,112568.0,725403.0,655495.0,58460.0,128368.0
2017-01-03,753646.0,202489.0,376716.0,112650.0,3379.0,28967.0,129474.0,35227.0,45476.0,69337.0,30928.0,114926.0,703318.0,635619.0,50328.0,118027.0
2017-01-10,753124.0,201003.0,371079.0,115555.0,4288.0,29397.0,131559.0,35669.0,47313.0,66037.0,35161.0,111860.0,702725.0,634766.0,50399.0,118358.0
2017-01-17,832348.0,203454.0,409801.0,118376.0,4715.0,33726.0,161500.0,29978.0,57320.0,74711.0,38794.0,130669.0,779755.0,705003.0,52593.0,127345.0
2017-01-24,888526.0,203543.0,443286.0,119312.0,4721.0,35211.0,204613.0,28203.0,72363.0,64208.0,39761.0,133583.0,832831.0,757126.0,55695.0,131400.0
2017-01-31,880384.0,220865.0,438366.0,120364.0,4350.0,31568.0,186474.0,33622.0,70993.0,65430.0,37182.0,127389.0,823084.0,743471.0,57300.0,136913.0
2017-02-07,894710.0,218227.0,438379.0,126396.0,4450.0,32933.0,176694.0,26380.0,76894.0,63833.0,37745.0,141396.0,836374.0,758178.0,58337.0,136533.0
2017-02-14,939543.0,216534.0,457012.0,128051.0,5186.0,33872.0,193126.0,22458.0,87860.0,65662.0,40409.0,155952.0,881056.0,802748.0,58486.0,136795.0
2017-02-21,937737.0,228830.0,450715.0,127225.0,6869.0,33953.0,182681.0,28374.0,83376.0,66084.0,38391.0,158417.0,880566.0,800095.0,57171.0,137643.0
2017-02-28,828977.0,192097.0,398980.0,126505.0,6204.0,27671.0,167059.0,35483.0,72476.0,69774.0,37107.0,117043.0,772625.0,694965.0,56352.0,134012.0
2017-03-07,832019.0,193040.0,398133.0,129645.0,5024.0,29066.0,166104.0,38466.0,71872.0,68057.0,34749.0,120186.0,777969.0,697496.0,54050.0,134523.0
2017-03-14,851069.0,234830.0,380412.0,115864.0,8752.0,30953.0,144284.0,45930.0,76303.0,59687.0,38667.0,133695.0,795616.0,714711.0,55453.0,136358.0
2017-03-21,882245.0,262235.0,378437.0,119485.0,7867.0,32129.0,126097.0,60428.0,76121.0,59468.0,40914.0,150980.0,826516.0,746876.0,55730.0,135369.0
2017-03-28,900849.0,293442.0,377330.0,116209.0,7252.0,29877.0,116337.0,78407.0,77166.0,56968.0,38778.0,155125.0,845124.0,763935.0,55725.0,136913.0
2017-04-04,972367.0,335769.0,376461.0,109576.0,7566.0,33384.0,94828.0,94106.0,90364.0,55932.0,41204.0,192295.0,912148.0,835380.0,60219.0,136987.0
2017-04-11,1005527.0,354324.0,360602.0,103440.0,8135.0,34971.0,86102.0,115835.0,97609.0,57228.0,42070.0,207539.0,941212.0,866761.0,64316.0,138767.0
2017-04-18,1006985.0,372203.0,358157.0,96484.0,8318.0,33905.0,87811.0,133639.0,99060.0,52253.0,37930.0,203764.0,945481.0,874774.0,61504.0,132210.0
2017-04-25,821873.0,311301.0,289846.0,89908.0,9932.0,24180.0,85259.0,133534.0,69725.0,51333.0,41429.0,130014.0,761721.0,698661.0,60151.0,123212.0
2017-05-02,796675.0,288238.0,275459.0,91527.0,9636.0,23729.0,87102.0,134769.0,66465.0,52133.0,37673.0,132356.0,741549.0,680087.0,55126.0,116588.0
2017-05-09,799068.0,282238.0,278261.0,91751.0,9153.0,23986.0,97802.0,132137.0,65836.0,48573.0,37142.0,135291.0,745477.0,681806.0,53591.0,117262.0
2017-05-16,804104.0,281782.0,278385.0,93379.0,8881.0,23053.0,96448.0,132971.0,67762.0,49330.0,34648.0,138707.0,750460.0,684406.0,53644.0,119698.0
2017-05-23,843018.0,312606.0,282561.0,92013.0,8888.0,23243.0,82366.0,144721.0,70129.0,50219.0,38375.0,155978.0,786554.0,723895.0,56463.0,119123.0
2017-05-30,881728.0,340137.0,283226.0,90573.0,8885.0,21615.0,74722.0,164032.0,70901.0,51978.0,38945.0,171591.0,821518.0,759195.0,60210.0,122533.0
2017-06-06,904932.0,348464.0,281309.0,82660.0,9158.0,29409.0,82054.0,176791.0,74760.0,48031.0,43084.0,175180.0,840558.0,789691.0,64375.0,115241.0
2017-06-13,903351.0,333690.0,281893.0,79748.0,9540.0,38193.0,83694.0,163367.0,76626.0,48196.0,40866.0,181245.0,841394.0,791730.0,61957.0,111621.0
2017-06-20,916537.0,354568.0,284983.0,72708.0,10635.0,38806.0,79115.0,166255.0,77674.0,47074.0,42118.0,185833.0,855779.0,806305.0,60759.0,110233.0
2017-06-27,839666.0,332866.0,256841.0,89621.0,6151.0,19139.0,73971.0,192654.0,68780.0,43259.0,37720.0,150578.0,778213.0,731862.0,61453.0,107804.0
2017-07-03,847190.0,300342.0,273237.0,90259.0,11823.0,27189.0,90166.0,160382.0,64821.0,43290.0,43875.0,165642.0,781709.0,746970.0,65481.0,100220.0
2017-07-11,908861.0,292731.0,343402.0,84451.0,12609.0,43972.0,107120.0,88072.0,67473.0,48229.0,50545.0,202162.0,846138.0,808235.0,62722.0,100626.0
2017-07-18,860651.0,271666.0,344494.0,88816.0,11176.0,42536.0,108942.0,70591.0,57548.0,43680.0,48165.0,185718.0,798907.0,760228.0,61744.0,100423.0
2017-07-25,793968.0,247050.0,337456.0,93111.0,9998.0,42656.0,108103.0,57218.0,42356.0,48416.0,49653.0,154460.0,736152.0,693798.0,57816.0,100170.0
2017-08-01,793582.0,245155.0,328899.0,94697.0,10146.0,39547.0,101870.0,62075.0,48626.0,48085.0,45180.0,161211.0,739192.0,695685.0,54390.0,97897.0
2017-08-08,796479.0,263095.0,326607.0,94129.0,11066.0,39942.0,83318.0,70405.0,51846.0,47412.0,38041.0,162817.0,742559.0,700723.0,53920.0,95756.0
2017-08-15,858554.0,293297.0,329490.0,92567.0,13210.0,35361.0,76451.0,90850.0,61378.0,51963.0,36183.0,192864.0,803880.0,759337.0,54674.0,99218.0
2017-08-22,877727.0,298483.0,326216.0,94224.0,14053.0,31770.0,79296.0,102690.0,67830.0,49603.0,37087.0,201350.0,822555.0,780995.0,55172.0,96732.0
2017-08-29,798548.0,277993.0,297777.0,96594.0,13981.0,27472.0,78404.0,106771.0,65515.0,48691.0,40738.0,149787.0,744457.0,702041.0,54092.0,96508.0
2017-09-05,816962.0,270855.0,313246.0,95439.0,14043.0,29878.0,84903.0,96847.0,76392.0,46104.0,38158.0,157435.0,761006.0,725999.0,55956.0,90963.0
2017-09-12,827274.0,272689.0,320091.0,100614.0,14438.0,31444.0,88483.0,92891.0,72743.0,47647.0,39343.0,158665.0,772285.0,729614.0,54989.0,97660.0
2017-09-19,821337.0,257610.0,324122.0,101361.0,15033.0,31212.0,90653.0,76906.0,72628.0,49459.0,41995.0,162947.0,765869.0,724842.0,55468.0,96495.0
2017-09-26,819398.0,255904.0,336988.0,101991.0,15371.0,35259.0,98199.0,69879.0,65357.0,47483.0,41187.0,157817.0,762010.0,721857.0,57388.0,97541.0
2017-10-03,848692.0,275969.0,354206.0,97712.0,14797.0,39375.0,99872.0,72114.0,65747.0,46530.0,39296.0,162967.0,788172.0,748502.0,60520.0,100190.0
2017-10-10,877789.0,294952.0,382647.0,97306.0,13169.0,41627.0,91567.0,60575.0,60644.0,47495.0,37871.0,179481.0,813071.0,776015.0,64718.0,101774.0
2017-10-17,907268.0,287774.0,409816.0,95902.0,10759.0,50380.0,109796.0,41628.0,67125.0,52861.0,39813.0,182424.0,846261.0,801946.0,61007.0,105322.0
2017-10-24,930344.0,310619.0,405646.0,97185.0,11378.0,43301.0,99737.0,50491.0,69053.0,51418.0,50995.0,196637.0,867951.0,827501.0,62392.0,102842.0
2017-10-31,758371.0,241921.0,348191.0,99162.0,13661.0,31224.0,96003.0,55391.0,54297.0,58468.0,41838.0,122589.0,703665.0,667191.0,54706.0,91180.0
2017-11-07,801232.0,251344.0,365154.0,101385.0,13204.0,33040.0,100225.0,53487.0,63984.0,56148.0,45149.0,134253.0,740380.0,708271.0,60852.0,92961.0
2017-11-14,824750.0,276029.0,357696.0,97025.0,14216.0,32606.0,95309.0,72759.0,68293.0,58963.0,45032.0,139709.0,767933.0,730311.0,56817.0,94439.0
2017-11-21,833552.0,286456.0,370027.0,98337.0,17165.0,34105.0,85919.0,65775.0,71428.0,56800.0,42917.0,140374.0,773418.0,741792.0,60134.0,91760.0
2017-11-28,832314.0,283304.0,378126.0,98502.0,17163.0,38537.0,88683.0,57021.0,73640.0,62060.0,43835.0,127248.0,771974.0,735569.0,60340.0,96746.0
2017-12-05,889756.0,284200.0,403797.0,97468.0,18648.0,45137.0,104639.0,51505.0,76302.0,67075.0,41991.0,150261.0,825082.0,787642.0,64673.0,102114.0
2017-12-12,846620.0,301143.0,380906.0,98427.0,18235.0,35254.0,87079.0,67324.0,63297.0,59570.0,38931.0,140949.0,785719.0,744896.0,60901.0,101724.0
